,id,title,release_date,overview,popularity,vote_average,vote_count,poster_path,original_language,adult
4135,84332,Safety Not Guaranteed,2012-06-08,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,16.211,6.785,1388,/uNR9lccRN60mOpCi1trIxsQi68G.jpg,en,False
4136,9481,The Bone Collector,1999-11-04,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",45.118,6.786,3376,/4HiIegmRMV147NDLAEhXI8duho.jpg,en,False
4137,598331,Rumble,2021-02-12,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",24.433,6.785,494,/fL7rh6Mzx87MbVl2aI4sYtxfhO5.jpg,en,False
4138,14011,Justice League: The New Frontier,2008-02-26,"The human race is threatened by a powerful creature, and only the combined power of Superman, Batman, Wonder Woman, Green Lantern, Martian Manhunter and The Flash can stop it. But can they overcome their differences to thwart this enemy using the combined strength of their newly formed Justice League?",38.464,6.785,489,/bj25ueeYNkz4e5t8oMMaAOWmwOc.jpg,en,False
4139,11791,The Hound of the Baskervilles,1959-05-04,"When a nobleman is threatened by a family curse on his newly inherited estate, detective Sherlock Holmes is hired to investigate.",17.923,6.785,303,/gJNscfPsBnQRdIjjdrTIHVCRwvY.jpg,en,False
4140,11129,Human Traffic,1999-06-04,"Five twenty-something friends spend a drug-fueled weekend in Cardiff, Wales.",21.13,6.785,325,/prfkqeuGBkQt9KP6pPk1qqxlJJc.jpg,en,False
4141,2142,Cop Land,1997-08-15,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",136.997,6.785,1505,/qzR7m6kUhsbdid3xRK2jTXjyNmG.jpg,en,False
4142,198184,Chappie,2015-03-04,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",174.445,6.784,7725,/hpnuXlKKWznTgbheGe4iQXzkuwJ.jpg,en,False
4143,565770,Blue Beetle,2023-08-16,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",167.695,6.783,2404,/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg,en,False
4144,443463,Leave No Trace,2018-06-29,"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",18.823,6.8,1172,/w69iId8e80xBpyF0r2rfZoqRwQj.jpg,en,False
4145,400579,Tully,2018-05-04,"Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully.",19.482,6.8,1383,/wDI4YXBXolMYi15Qx2kClvdSERM.jpg,en,False
4146,188927,Star Trek Beyond,2016-07-07,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",87.627,6.783,6474,/yOnd3XQIg7JBmu0UuBjZyLdsxQD.jpg,en,False
4147,20504,The Book of Eli,2010-01-14,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",48.79,6.784,5905,/1H1y9ZiqNFaLgQiRDDZLA55PviW.jpg,en,False
4148,9058,Only You,1994-03-04,"Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to marry podiatrist Dwayne in 10 days, Faith receives a phone call from Dwayne's old classmate named Damon Bradley who is on his way to Venice. Faith tries to catch him at the airport but just misses him so she impulsively decides to fly to Venice hoping to finally encounter the man of her dreams; accompanying her on the trip is her sister-in-law and childhood best friend, Kate, who has just left her husband, Faith's brother Larry.",22.68,6.783,492,/7mLLANXgUg3bibTiUitDlB0NZcU.jpg,en,False
4149,578189,Black and Blue,2019-10-25,"A rookie cop inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",27.122,6.8,824,/1cSHEKYYP8Dpi4o1iBVd4U75FYt.jpg,en,False
4150,11092,Presumed Innocent,1990-07-27,"Rusty Sabich is a deputy prosecutor engaged in an obsessive affair with a coworker who is murdered. Soon after, he's accused of the crime. And his fight to clear his name becomes a whirlpool of lies and hidden passions.",78.848,6.8,648,/jSPWptOsqU1nxXQe6muSPB0kD3c.jpg,en,False
4151,272693,The DUFF,2015-02-20,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",26.876,6.782,4298,/A6ScveWmIPL9vSYyULD8ObqyHDQ.jpg,en,False
4152,10935,Heaven's Gate,1980-11-19,"Harvard graduate James Averill is the sheriff of prosperous Jackson County, Wyo., when a battle erupts between the area's poverty-stricken immigrants and its wealthy cattle farmers. The politically connected ranch owners fight the immigrants with the help of Nathan Champion, a mercenary competing with Averill for the love of local madam Ella Watson. As the struggle escalates, Averill and Champion begin to question their decisions.",20.1,6.781,343,/kW4Vk31nhtKPKGuYMaVATq3wcHC.jpg,en,False
4153,4566,Michael Clayton,2007-09-28,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.",24.97,6.781,1664,/hhkW4yVIGo8Bee3UITKvqOvhNMG.jpg,en,False
4154,581387,Ashfall,2019-12-19,A group of unlikely heroes from across the Korean peninsula try to save the day after a volcano erupts on the mythical and majestic Baekdu Mountain.,32.835,6.78,551,/gCZ0RHifBxZGedde7WPWSgjpyZt.jpg,ko,False
4155,209451,Jersey Boys,2014-06-18,"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",16.351,6.78,675,/kz956Y83YtT6vTyg0Q40mzRe2UM.jpg,en,False
4156,126963,Dragon Ball Z: Battle of Gods,2013-03-30,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.",99.651,6.78,1482,/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg,ja,False
4157,44629,Animal Kingdom,2010-06-03,"Joshua “J” is taken in by his extended family after his mother dies of an overdose. The clan, ruled by J’s scheming grandmother, is heavily involved in criminal activities, and J is soon indoctrinated into their way of life. But J is given a chance to take another path when a cop seeks to help him.",23.265,6.78,785,/zhj8YPQKuRev5N3KoHacsPnF4mB.jpg,en,False
4158,26648,The Night Porter,1974-04-03,"A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them.",27.439,6.78,316,/zTUYhMdh2Jwk5s9jbrU4mCH3CY4.jpg,it,False
4159,18764,Twin Dragons,1992-01-15,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",22.727,6.78,363,/86oeSmgXXIoCjXXyzYq5cl5BijO.jpg,cn,False
4160,11162,The Merchant of Venice,2004-12-03,"Venice, 1596. Bassanio begs his friend Antonio, a prosperous merchant, to lend him a large sum of money so that he can woo Portia, a very wealthy heiress; but Antonio has invested his fortune abroad, so they turn to Shylock, a Jewish moneylender, and ask him for a loan.",31.581,6.78,538,/gcS3YIq6Rao7Pr1FmHh7wanU5Ly.jpg,en,False
4161,15144,Sixteen Candles,1984-05-04,"With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake, but worries that her chastity will be a turnoff for the popular senior. Meanwhile, she must constantly rebuff the affections of nerdy Ted, who is unfortunately the only boy in school who seems to take an interest in her.",50.547,6.8,2022,/A3WGCAgJF33kZdlxUdyXHYdbYax.jpg,en,False
4162,14830,Doctor Strange,2007-08-14,"Dr. Stephen Strange embarks on a wondrous journey to the heights of a Tibetan mountain, where he seeks healing at the feet of the mysterious Ancient One.",21.232,6.8,305,/7ygcpWXsWmEc83j7zE8P0lvC0Q.jpg,en,False
4163,12205,Dark Water,2002-01-19,A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak.,16.675,6.8,580,/u7FIePdOTjboDAjcaA9MabbzAuf.jpg,ja,False
4164,12178,Miss Pettigrew Lives for a Day,2008-03-07,"London, England, on the eve of World War II. Guinevere Pettigrew, a strict governess who is unable to keep a job, is fired again. Lost in the hostile city, a series of fortunate circumstances lead her to meet Delysia LaFosse, a glamorous and dazzling American jazz singer whose life is a chaos ruled by indecision, a continuous battle between love and fame.",13.078,6.8,384,/A8ylf9VH21E9uxcl7vslJpPXnwQ.jpg,en,False
4165,463319,Shadow,2018-09-30,"In a kingdom ruled by a young and unpredictable king, the military commander has a secret weapon: a shadow, a look-alike who can fool both his enemies and the King himself. Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.",21.113,6.8,356,/qVXFyASEt1kLpZv9EYze0S0mZe4.jpg,zh,False
4166,27554,The Panic in Needle Park,1971-06-01,"A stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",14.664,6.8,308,/rhJ8Dnl6Z9KR9R2zskBKIfrFeFs.jpg,en,False
4167,4547,Panic Room,2002-03-29,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",48.188,6.778,4771,/7BabiNfuSycl58M9Cgl3Nf97n1F.jpg,en,False
4168,2616,Uncle Buck,1989-08-16,"Buck Russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. His freewheeling attitude soon causes tension with his older niece Tia, loyal girlfriend Chanice and just about everyone else who crosses his path.",30.274,6.778,1133,/i0MuRxuENc9Ur3croChw0Tmrs5G.jpg,en,False
