,id,title,release_date,overview,popularity,vote_average,vote_count,poster_path,original_language,adult
4049,525686,Mi prima la sexóloga,2016-07-20,"A young man is afraid of asking for sex tips to his cousin, the sexologist.",18.256,6.804,434,/aGrmPhmGeIfHscBBuMnSSW4Fg6w.jpg,es,False
4050,525661,Bombshell,2019-12-13,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,34.032,6.804,2902,/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg,en,False
4051,339405,Christine,2016-10-14,"In the 1970s, television reporter Christine Chubbuck struggles with depression and professional frustrations as she tries to advance her career.",54.124,6.804,350,/enZy6Yx6sjdOXxcnQVC200RjeKM.jpg,en,False
4052,9655,She's the Man,2006-03-17,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",56.241,6.8,2909,/gdF2PEBdwoohpPqKL93eCk17zNO.jpg,en,False
4053,181808,Star Wars: The Last Jedi,2017-12-13,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",89.267,6.803,14925,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,en,False
4054,10222,Kickboxer,1989-04-20,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt, American kickboxing champion Eric Sloane, arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",44.816,6.803,1337,/q3NCTsIb5mzOuf3XbQr9AfZyAaF.jpg,en,False
4055,744276,After Ever Happy,2022-08-24,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",84.827,6.802,1169,/moogpu8rNkEjTgFyLXwhPghft5w.jpg,en,False
4056,733156,Sightless,2020-09-29,"After an attack renders her blind, Ellen withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",17.454,6.802,373,/leCkJsZbQDULb0x5EocYs0JEloF.jpg,en,False
4057,338768,Please Stand By,2018-01-26,"A young autistic woman runs away from her caregiver in order to boldly go and deliver her 500-page Star Trek script to a writing competition in Hollywood. On an adventure full of laughter and tears, Wendy follows the guiding spirit of Mr. Spock on her journey into the unknown.",19.068,6.8,453,/yKhrjxmbdCjdxROc7lJhmfZ9trx.jpg,en,False
4058,262551,Babysitting,2014-04-16,"Looking for a baby-sitter for the night, Marc Schaudel entrusts his son Remy to the care of his employee Franck, a straight man. But the thing that Marc doesn't know, is that Franck is getting 30 years old this weekend and that his son Remy is a very capricious child. The next day, Marc and his wife Claire are awakened by a call from the police. Remy and Franck are missing, and the house is totally devastated. The police finds a camera in the leftovers. Marc, Claire and the police start watching the video that has been recorded the day before during the night and find out what happened to Franck and Remy.",14.827,6.8,1878,/lY5u3bvWXRk3KMrSoP0Sd3Ro5gW.jpg,fr,False
4059,57243,The Women on the 6th Floor,2011-02-16,"Paris, in the early 1960s. Jean-Louis Joubert is a serious but uptight stockbroker, married to Suzanne, a starchy class-conscious woman and father of two arrogant teenage boys, currently in a boarding school. The affluent man lives a steady yet boring life. At least until, due to fortuitous circumstances, Maria, the charming new maid at the service of Jean-Louis' family, makes him discover the servants' quarter on the sixth floor of the luxury building he owns and lives in. There live a crowd of lively Spanish maids who will help Jean-Louis to open to a new civilization and a new approach of life. In their company - and more precisely in the company of beautiful Maria - Jean-Louis will gradually become another man, a better man.",8.1,6.802,372,/xCGGKmAXqVZIHYNT1e1FEUlvu1R.jpg,fr,False
4060,9737,Bad Boys,1995-04-07,"Marcus Burnett is a henpecked family man. Mike Lowry is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",427.978,6.802,6089,/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,en,False
4061,580489,Venom: Let There Be Carnage,2021-09-30,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",140.549,6.801,9736,/1MJNcPZy46hIy2CmSqOeru0yr5C.jpg,en,False
4062,33908,Three... Extremes,2004-08-20,"An Asian cross-cultural trilogy of horror films from accomplished indie directors: ""Dumplings"", directed by Fruit Chan of Hong Kong; ""Cut"", directed by Park Chan-Wook of Korea; ""Box"", directed by Miike Takashi of Japan. The first film ""Dumplings"" was extended and turned into a full-length theatrical film of the same name.",18.227,6.8,349,/et67QHZlzgbPwU4zC7o2iwRIrcz.jpg,ko,False
4063,13648,Resident Evil: Degeneration,2008-02-13,"Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage.",46.736,6.8,1032,/3wSIagfHnR9vRAPyNjCfGzfgbXK.jpg,ja,False
4064,11054,Hairspray,1988-02-26,"'Pleasantly plump' teenager Tracy Turnblad achieves her dream of becoming a regular on the Corny Collins Dance Show. Now a teen hero, she starts using her fame to speak out for the causes she believes in, most of all integration. In doing so, she earns the wrath of the show's former star, Amber Von Tussle, as well as Amber's manipulative, pro-segregation parents. The rivalry comes to a head as Amber and Tracy vie for the title of Miss Auto Show 1963.",33.169,6.8,397,/n78VVWG1jsEpMCtcye13wy1RiAx.jpg,en,False
4065,3509,A Scanner Darkly,2006-07-07,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,17.826,6.8,1689,/lUKudOpHICDj6A6SO7DdaZM4W48.jpg,en,False
4066,449443,Den of Thieves,2018-01-18,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,114.228,6.8,2759,/AfybH6GbGFw1F9bcETe2yu25mIE.jpg,en,False
4067,37768,Talcum Powder,1982-01-22,"Sergio Benvenuti is a shy seller of contracts for a Roman company of music, but because of his character he cannot find even a customer, so he asks for help from a fellow named Nadia.",9.5,6.8,444,/2IMlCia3G1EoI2fetNZkCVEkAzq.jpg,it,False
4068,25941,Harry Brown,2009-11-11,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,20.262,6.8,1017,/lk9qVzvPHuL2vX9ixNut9n0KfYD.jpg,en,False
4069,776797,The Sadness,2021-01-22,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.",69.744,6.799,782,/mi5lh2brPMzuWYddyUKuCtcnjt1.jpg,zh,False
4070,437342,The First Omen,2024-04-03,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",555.495,6.798,556,/uGyiewQnDHPuiHN9V4k2t9QBPnh.jpg,en,False
4071,49367,Two Sons of Francisco,2005-08-19,"The story of Francisco, a very simple and poor man whose dream was to see his children become country music stars, and who made all the efforts to make it happen.",19.653,6.8,384,/ub8vYfI1zgW4WItWDQ5mT6q5tzQ.jpg,pt,False
4072,11843,The Return of the Pink Panther,1975-05-21,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,20.331,6.8,574,/cDi6lHXmY12SxtjcP6IdK7mB3W1.jpg,en,False
4073,587807,Tom & Jerry,2021-02-10,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",70.105,6.798,2395,/8XZI9QZ7Pm3fVkigWJPbrXCMzjq.jpg,en,False
4074,508664,Danger Close: The Battle of Long Tan,2019-08-08,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",21.997,6.8,310,/aB1rCWGMsM2mm1kBDleaPkqUCFo.jpg,en,False
4075,170522,Asterix: The Mansions of the Gods,2014-11-26,"In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony.",26.928,6.8,1310,/oppvIr8jmTXEVkzRHtipxcmvdQ5.jpg,fr,False
4076,107985,The World's End,2013-07-18,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,39.441,6.798,5230,/kpglnOBYmKn0AkkWDzGxzKHDbds.jpg,en,False
4077,20115,Opera,1987-12-19,A young opera singer is stalked by a deranged fan bent on killing the people associated with her to claim her for himself.,15.791,6.8,447,/v5VBvSVu2sWLAmyQhKQwBV5aPJA.jpg,it,False
4078,1858,Transformers,2007-06-27,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,22.12,6.798,10939,/lkZ9gqCEjzX85lKR6Jjd1uGAXNp.jpg,en,False
4079,755566,Day Shift,2022-08-12,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,38.312,6.797,1846,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,en,False
4080,332979,Bleed for This,2016-11-04,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",21.599,6.797,736,/2mfT0WQ98TVWnSsVStHJEBgQi8p.jpg,en,False
4081,188166,Blue Ruin,2014-04-25,"When the quiet life of a beach bum is upended by dreadful news, he sets off for his childhood home to carry out an act of vengeance. However, he proves an inept assassin and finds himself in a brutal fight to protect his estranged family.",15.126,6.797,1403,/q0itEsso2drJXqH9kfdidxIT5dF.jpg,en,False
4082,158011,The Call,2013-03-14,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",36.635,6.8,2820,/bpYVSeoaQ8MURmmqnojoMJEUmQj.jpg,en,False
4083,56415,A Gang Story,2011-11-10,"After growing up in a poor gypsy camp, Edmond Vidal, aka Momon, has retained a sense of family, unfailing loyalty and pride in his origins. Most of all, he has remained friends with Serge Suttel, with whom he first discovered prison life - for stealing cherries. The two of them inevitably got involved in organized crime. The team they formed, the Ganf Des Lyonnais, made them the most notorious armed robbers of the early 1970s. Their irresistible rise ended in 1974 with a spectacular arrest. Today, as he nears 60, Momon would like to forget that part of his life. He has found peace by retiring from the ""business"". He tends to his wife Janou, who suffered so in the past, and to his children and grandchildren, all of whom have great respect for this man of simple and universal values, so clear-headed and full of kindness. But then Serge Suttel, who has disowned nothing of his past, comes back into the picture.",22.21,6.8,343,/nN3osmlYWNZZtg8vtXrt8c5t8ET.jpg,fr,False
4084,619730,Don't Worry Darling,2022-09-21,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",71.763,6.796,2244,/wjAJWfuE5OQm5zerlOAbTxdHFMV.jpg,en,False
4085,22051,Adam,2009-07-07,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",15.946,6.8,417,/sSN5ec7llAzv0Up7wAQ9qeOM0lS.jpg,en,False
4086,10855,Naked Weapon,2002-11-15,"A mysterious woman, known as Madame M, kidnaps forty pre-teen girls and transports them to a remote island to train them as the most deadly assassins. CIA operative Jack Chen follows the case for 6 years with no leads, but when a series of assassinations begin to occur, Jack suspects that Madame M is back in business.",6.51,6.796,345,/8vskGnZJbQ8jk6VT8ysUMXe8ugD.jpg,cn,False
4087,9647,Scrooged,1988-11-22,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",36.046,6.796,1459,/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg,en,False
4088,5038,Vicky Cristina Barcelona,2008-08-15,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",31.552,6.8,3611,/gjdUhi3Q8BHFFmFLvVtjInUYdBM.jpg,en,False
4089,968051,The Nun II,2023-09-06,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",124.397,6.795,1845,/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg,en,False
4090,636706,Spaceman,2024-02-23,"During a research mission, an astronaut discovers that his marriage is in trouble. Luckily, he has the help of a mysterious creature hidden in his ship.",65.817,6.795,654,/f46WvKEsBn98WJbPJcO47ZoKn6B.jpg,en,False
4091,340485,American Honey,2016-09-30,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",14.803,6.795,806,/41SVO0AElBAl7zks9dFhJ0OjHni.jpg,en,False
4092,30596,Bodyguards and Assassins,2009-12-18,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.",26.439,6.795,351,/hEqqA5pSm62IcJ4YJAuMByme3zr.jpg,cn,False
4093,11144,They Called Him Bulldozer,1978-09-15,"The ""Bulldozer"", a former football star, is now working as a fisherman. As a group of street-people arranges a football match against the local Armybase, he is asked to be their trainer. His boat was damaged by a submarine and he currently has no work, so he agrees.",25.558,6.795,308,/qVaw72xh9ViQ5GHoegAbzcmBQb.jpg,it,False
4094,5994,The Family Man,2000-12-12,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",29.904,6.8,1882,/zsedbiD7i2SepxIxb0F3U95mqyH.jpg,en,False
4095,475132,A Private War,2018-11-16,"One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontlines of conflicts across the globe to give voice to the voiceless.",18.026,6.794,488,/pAh6uDR9bBznybiJCVYZNJmjg63.jpg,en,False
4096,318917,Look Who's Back,2015-10-08,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",19.484,6.794,1726,/1CxZWytSiCzZiZA5k0AiLUFtQNA.jpg,de,False
4097,252178,'71,2014-10-10,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,14.458,6.794,1089,/xjorsS84euahsmGlnEEeE3LFSVZ.jpg,en,False
4098,228161,Home,2015-03-18,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",63.501,6.794,3859,/usFenYnk6mr8C62dB1MoAfSWMGR.jpg,en,False
4099,19997,Niagara,1953-01-26,"Rose Loomis and her older, gloomier husband, George, are vacationing at a cabin in Niagara Falls, N.Y. The couple befriend Polly and Ray Cutler, who are honeymooning in the area. Polly begins to suspect that something is amiss between Rose and George, and her suspicions grow when she sees Rose in the arms of another man. While Ray initially thinks Polly is overreacting, things between George and Rose soon take a shockingly dark turn.",26.126,6.8,369,/m9ftjuwaaKHR4iv5SgMpXA5pIGN.jpg,en,False
4100,9443,Chariots of Fire,1981-05-15,"In the class-obsessed and religiously divided UK of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell, a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams overcomes anti-Semitism and class bias, but neglects his beloved sweetheart in his single-minded quest.",39.288,6.8,866,/qnRaum8k0HqGRml2i7OawFqUtEb.jpg,en,False
4101,8366,Manitou's Shoe,2001-07-11,"Abahachi, Chief of the Apache Indians, and his blood brother Ranger maintain peace and justice in the Wild West. One day, Abahachi needs to take up a credit from the Shoshone Indians to finance his tribe's new saloon. Unfortunately Santa Maria, who sold the saloon, betrays Abahachi, takes the money and leaves. Soon, the Shoshones are on the warpath to get their money back, and Abahachi is forced to organize it quickly.",16.103,6.8,470,/pBxSZ1zt8jvKER5WSA0eKNFouLO.jpg,de,False
4102,1946,eXistenZ,1999-04-14,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,22.106,6.8,1843,/ixtzxU3C590IOpSX38aQ4HJvyeq.jpg,en,False
4103,796,Cruel Intentions,1999-03-05,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",72.272,6.794,3146,/6z9KdGWu3AkASOCO7iryrSv2GSL.jpg,en,False
4104,691,The Spy Who Loved Me,1977-07-07,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,46.428,6.795,1895,/3ZxHKFxMYvAko680DsRgAZKWcLi.jpg,en,False
4105,466,Klute,1971-06-23,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,58.197,6.8,418,/tVyINAsNGSgD1OIstqwCcs7wyGH.jpg,en,False
4106,454,Romeo + Juliet,1996-11-01,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",45.018,6.794,4873,/9bNWSxn4HQp49ASIObF61m2WY8X.jpg,en,False
4107,303991,Demolition,2015-04-08,An emotionally desperate investment banker finds hope through a woman he meets.,33.449,6.793,2133,/4t56LZ1KbOOxgKfqMKN6truBDVc.jpg,en,False
4108,57737,Barbie: A Fairy Secret,2011-03-01,"Get ready for Barbie: A Fairy Secret, an amazing adventure with Barbie where she discovers there are fairies living secretly all around us! When Ken is suddenly whisked away by a group of fairies, Barbie's two fashion stylist friends reveal they are actually fairies and that Ken has been taken to a magical secret fairy world not far away! Barbie and her rival Raquelle take off with the fairy friends on an action-packed journey to bring him back. Along the way they must stick together and learn that the real magic lies not just in the fairy world itself, but in the power of friendship.",30.192,6.807,481,/wn2aoYKOonwMNKkzfgO5y4ji8pB.jpg,en,False
4109,16962,Barbie Fairytopia: Magic of the Rainbow,2007-03-13,Elina goes to a fairy school to learn dancing and fairy magic. The spring of the fairy land is soon threatened by evil Laverna who intends to prevent fairies from performing the annual vital rainbow dance. Elina must stop quarreling with her fellow students and unite them to save the first bud of the spring.,33.629,6.801,427,/suo0EcRi0uJNRlhmNqOuDHpCSSE.jpg,en,False
4110,13682,Pooh's Heffalump Movie,2005-02-11,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",40.312,6.8,433,/5kd5JqccroxOnC9sVMP5NtLrbkr.jpg,en,False
4111,369885,Allied,2016-11-17,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",181.159,6.792,4430,/sV4lXM32quwminL3TP36nlNPp7Q.jpg,en,False
4112,98548,People Like Us,2012-06-29,"After flying home to L.A. for the funeral of his estranged record-producer father, a struggling man discovers that the will stipulates that he must deliver $150,000 in cash to a 30-year-old alcoholic sister he never knew existed, and her troubled 12-year-old son.",15.597,6.8,601,/aXfIwSJogLjQdmX9Qzhkeuv3HQI.jpg,en,False
4113,18377,200 Pounds Beauty,2006-12-14,"Based on a Japanese manga, Kanna-San, Daiseikou Desu, this story revolves around Kang Han-na, an overweight phone sex employee and secret vocalist for Ammy, a famous Korean pop singer who actually lip syncs as she cannot sing. After getting humilitated publicly by an ungrateful Ammy, Han-na undergoes an extreme makeover to become a pop sensation herself.",23.033,6.792,310,/AnyJmyOQQGiqR9DLIiQ9aejIbkx.jpg,ko,False
4114,15856,House on Haunted Hill,1959-01-01,"Frederick Loren has invited five strangers to a party of a lifetime. He is offering each of them $10,000 if they can stay the night in a house. But the house is no ordinary house. This house has a reputation for murder. Frederick offers them each a gun for protection. They all arrived in a hearse and will either leave in it $10,000 richer or leave in it dead!",22.427,6.8,497,/g5kdFt3piV3w1pG65W9sSToJ7HB.jpg,en,False
4115,145247,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013-12-25,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.",24.958,6.791,894,/4SHE0votn6gW5fBMvXwXK2Ybubp.jpg,sv,False
4116,11381,Tommy Boy,1995-03-31,"To save the family business, two ne’er-do-well traveling salesmen hit the road with disastrously funny consequences.",30.519,6.791,917,/6m1xJqfViDkmNmKUKvTSJ5fo0k4.jpg,en,False
4117,472734,Dumplin',2018-12-20,"To prove a point about measuring up and fitting in, Texas teen Willowdean “Dumplin’” Dickson enters a local pageant run by her ex-beauty queen mom.",24.433,6.8,1361,/xJAB1HrFUuOf2VkWPaZ4N2DACCo.jpg,en,False
4118,29161,Phenomena,1985-01-25,"A young girl, with an amazing ability to communicate with insects, is transferred to an exclusive Swiss boarding school, where her unusual capability might help solve a string of murders.",35.364,6.8,780,/dhk14s8ogQkbf6re3HLKV2UBHjx.jpg,en,False
4119,16995,State of Play,2009-04-17,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",32.077,6.79,1876,/4f8nhHESDhAVKow2M1khmqDdatp.jpg,en,False
4120,12246,Mongol: The Rise of Genghis Khan,2007-09-20,"The story recounts the early life of Genghis Khan, a slave who went on to conquer half the world in the 11th century.",21.192,6.79,659,/wZ0yyU6BnRANXbYbDjrYI6XZFsz.jpg,ru,False
4121,9282,11:14,2003-09-05,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.,32.525,6.79,821,/lP7evJZFn8PJh5YMDnYPkTEwjlU.jpg,en,False
4122,10297,How to Marry a Millionaire,1953-10-29,"Three women set out to find eligible millionaires to marry, but find true love in the process.",29.784,6.8,504,/dFwefYyEOOZaWVn15xGY6CbYYJ2.jpg,en,False
4123,10212,Ravenous,1999-01-01,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",31.006,6.8,571,/5f7pY4Uzyt4ZNWhHyd1dJhIF4Gc.jpg,en,False
4124,2266,Paris Je T'aime,2006-06-21,"Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",32.976,6.8,729,/mcke8Uvw8QDToAZQ94UGo7VU0g6.jpg,fr,False
4125,600583,The Power of the Dog,2021-10-25,"A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.",30.596,6.788,2563,/kEy48iCzGnp0ao1cZbNeWR6yIhC.jpg,en,False
4126,37137,The Naked Gun 2½: The Smell of Fear,1991-06-28,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",38.316,6.788,2135,/v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg,en,False
4127,19548,The Restaurant,1966-09-09,"A great French restaurant's owner, Monsieur Septime, is thrust into intrigue and crime, when one of his famous guests disappears.",14.124,6.8,475,/gTr2HfSlRpKf4KtJYyIQwNLADGm.jpg,fr,False
4128,10156,History of the World: Part I,1981-06-12,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",40.27,6.788,766,/6iAl78qZHT65erPXr2YW6Y54wlY.jpg,en,False
4129,10045,District B13,2004-11-09,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",20.618,6.788,1760,/u9gOfYelDwmvAmXWC1jgCFIY8RB.jpg,fr,False
4130,417670,Loro 1,2018-04-24,"""Loro"", in two parts, is a period movie that chronicles, as a fiction story, events likely happened in Italy (or even made up) between 2006 and 2010.  ""Loro"" wants to suggest in portraits and glimps, through a composite constellation of characters, a moment in history, now definitively ended, which can be described in a very summary picture of the events as amoral, decadent but extraordinarily alive.  Additionally, ""Loro"" wishes to tell the story of some Italians, fresh and ancient people at the same time: souls from a modern imaginary Purgatory who, moved by heterogeneous intents like ambition, admiration, affection, curiosity, personal interests, establish to try and orbit around the walking Paradise that is the man named Silvio Berlusconi.",9.332,6.8,519,/jGuYfMTTz3oWLGF5zjE9Bhk5Yxy.jpg,it,False
4131,36647,Blade,1998-08-21,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",176.276,6.8,5791,/oWT70TvbsmQaqyphCZpsnQR7R32.jpg,en,False
4132,9919,How to Lose a Guy in 10 Days,2003-02-07,"It’s the battle of wills, as Andie needs to prove she can dump a guy in 10 days, whereas Ben needs to prove he can win a girl in 10 days. Now, the clock is ticking - and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",52.739,6.8,3723,/2dlftyPz7mTYbrsPvTogyFmYd7d.jpg,en,False
4133,795,City of Angels,1998-04-10,"When guardian angel Seth – who invisibly watches over the citizens of Los Angeles – becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",47.555,6.787,2055,/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg,en,False
4134,668482,Roald Dahl's Matilda the Musical,2022-11-25,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",77.204,6.8,699,/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,en,False
